CMS,Median PFS (months),95% CI Lower (approx),95% CI Upper (approx)
CMS1,5.974391937814826,9.979204116130092,3.5452435670992117
CMS2,17.726217835496062,21.40276671922909,12.638136790954887
CMS3,8.666150942797307,19.039271011826543,2.232190394765659
CMS4,10.865515010402978,12.900747426220974,8.10810334410589
