,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ITGA10,126.51597886945193,1.6525447966323137,0.3568499894815928,4.6309229237557705,3.6403938063931183e-06,0.0009585578767293427
TXNIP,8977.649769626049,1.026701044605541,0.22250572916657654,4.614267904252084,3.9448332112903606e-06,0.0010077776328004519
FIGN,98.21278470985825,1.7970219937135061,0.38993864286915947,4.608473734460017,4.056356043081937e-06,0.0010198194185138856
VIM,41592.84479529105,1.0463052351641735,0.22788217701542096,4.591430751047149,4.402177093107963e-06,0.001072726249184892
NIBAN1,875.9681250653965,1.3196693260306862,0.28742027566819817,4.591427389604657,4.402248007893048e-06,0.001072726249184892
CCN2,2235.336691101504,1.7690730170724098,0.3868582839538257,4.572922670782361,4.809676832084367e-06,0.0011542495658088529
PTGDS,237.6356587030881,2.255519973771155,0.4941988218095197,4.563993021093251,5.018974784068793e-06,0.0011865006209681435
EMP3,939.9200686940771,1.0774926329508832,0.23680037652402242,4.5502150324561494,5.359112059938918e-06,0.0012482790576084195
MMP16,129.7400013190397,1.23640746494143,0.2730390446894593,4.528317429280699,5.945521992644369e-06,0.0013647988817607848
FXYD6,398.7535514990014,1.671049471945917,0.37002951432010533,4.515989690758355,6.302173037948276e-06,0.0014260016964008965
BNC2,2681.9346617740475,1.7051501948432688,0.37814496809435966,4.50924999329299,6.505721062888286e-06,0.0014311682765984384
SHANK1,34.3641112501414,1.8837156043128,0.417554503500586,4.511304724342787,6.443008195720151e-06,0.0014311682765984384
PCSK2,11.285641658368801,4.479094004019092,0.9939855379034299,4.506196351172924,6.600001869048377e-06,0.0014320195836144828
NRK,474.5346599630522,2.474053697678756,0.5495208397089687,4.502201770890141,6.725308771948162e-06,0.0014394887248498237
NAV3,536.2718032955112,1.7890217100409507,0.3982941084378972,4.491710201432463,7.065352023693225e-06,0.0014921081427103598
ADCY5,222.77247046802432,1.6530145527213342,0.36883041949107453,4.481773913882221,7.40251425805726e-06,0.0015427424122811703
OGN,972.2533040648218,1.8561623616122074,0.4154373941542179,4.467971318256359,7.896489013553121e-06,0.001624318045268414
PER1,298.2332138598801,1.5634956911826179,0.35059351027848956,4.459568261661988,8.212491485531501e-06,0.0016676622133247878
RGL1,1079.9608035768513,1.0041792591496206,0.22547282766595028,4.453659758227561,8.441884097315825e-06,0.0016925443318656374
RNF111,3274.9303422018174,0.4751724437616709,0.10688546335889305,4.445622714532918,8.763763693627033e-06,0.0017351156642919823
SVEP1,2087.3279612438723,1.3214700076238441,0.2980028411721741,4.434420834465641,9.232013531331789e-06,0.0018052575595402989
BCHE,111.8917806479385,2.8175888584970163,0.6360371130460251,4.429912658717965,9.427126075133453e-06,0.0018209298768785214
PDE5A,2746.4977019233916,1.3354680420804135,0.30277832504541635,4.410712166665481,1.0303119822651128e-05,0.001966158010493629
TNS1,6765.294800773445,1.4966403101694563,0.34247864326591765,4.370025225214961,1.2423218455689862e-05,0.0020153977709033073
CRISPLD2,1129.7656233458456,1.413330263258148,0.32177000042302806,4.392361815582731,1.121258957933522e-05,0.0020153977709033073
COL21A1,196.14284287941408,1.8175114262329546,0.4138452489722461,4.391765836980391,1.1243375474449932e-05,0.0020153977709033073
KCNB1,33.776188513434356,2.5562944455586956,0.5838066514635581,4.378666188797718,1.1940786665154427e-05,0.0020153977709033073
SCN7A,711.2249877522684,2.588970701393666,0.5920593664060949,4.3728228084781025,1.2265026838148866e-05,0.0020153977709033073
ODAD2,37.56198245885928,2.059818439910968,0.4686186735015311,4.395510798833411,1.105125694968667e-05,0.0020153977709033073
DPP6,32.90008028698647,3.4604804248301093,0.7904938758175418,4.377618259535817,1.1998326152844964e-05,0.0020153977709033073
ZBTB4,594.6871383907985,0.7692834508859858,0.1751650909133035,4.39176234759434,1.1243555959705618e-05,0.0020153977709033073
RBMS3,722.251308541833,1.2951640902755548,0.29657425070987775,4.36708206182924,1.2591742805506283e-05,0.0020153977709033073
PTGS1,393.4749444181951,1.414624559717927,0.32273746896315386,4.383205223312423,1.169458516181581e-05,0.0020153977709033073
PEG3,153.91870594569738,1.5205772264726138,0.34789086037199923,4.37084557164469,1.2376630671063746e-05,0.0020153977709033073
PENK,15.363003096393378,4.74359545726085,1.086239061613298,4.366990310784436,1.2597031335275422e-05,0.0020153977709033073
MYADM,711.8071506888004,0.9552891418355927,0.21868252239303052,4.36838358814375,1.2516950640779185e-05,0.0020153977709033073
RNASE1,594.7308393792902,1.402168924993785,0.3197598742428686,4.385068415209562,1.1594933063177416e-05,0.0020153977709033073
HSPB8,649.9486949332719,1.8280607514218585,0.41678129462372865,4.386139145405354,1.1538032760584292e-05,0.0020153977709033073
TNS2,1306.1649179475837,0.9611754650185412,0.21921380334082322,4.384648459039559,1.1617323247258732e-05,0.0020153977709033073
PRICKLE2,422.6008396534326,1.230967773109914,0.2820679703710669,4.364082073872292,1.27657646537337e-05,0.0020219694635048805
IL6ST,7773.236987856656,0.8523164970402904,0.19663230295254033,4.334570079495065,1.4604525910643033e-05,0.0021596589493088985
HECTD2,609.518728587534,1.1354589407007067,0.2619846619475222,4.334066476487654,1.4637994083417666e-05,0.0021596589493088985
DACT3,98.34918886347339,1.5757745644198966,0.3636893017941908,4.332749290798816,1.4725877045606478e-05,0.0021596589493088985
ANKS1B,150.998329427112,2.0682564968080124,0.4762614922993884,4.342691001160894,1.4074802844682317e-05,0.0021596589493088985
DMD,8575.24599144246,1.592958459333031,0.367516031440149,4.334391762696341,1.4616368037644608e-05,0.0021596589493088985
RNF180,361.9199792133739,1.3732953478270877,0.31650373410306515,4.338954646834886,1.4316206040264633e-05,0.0021596589493088985
KIT,939.886197023755,1.6940123578141422,0.3906856924484373,4.3359979404357585,1.4510030197288214e-05,0.0021596589493088985
PDE2A,143.1581352146813,1.4552354863194135,0.3354862661183247,4.337690192677388,1.4398792043735276e-05,0.0021596589493088985
PGR,95.98083320498256,1.8111953600382487,0.41919448230499917,4.320656488795223,1.555656866213389e-05,0.0022605549636654926
FMOD,746.8248745228778,1.245329126428527,0.28975921539576316,4.297806800476089,1.7249641111350196e-05,0.0024366540716988174
NFATC1,152.52957497254704,1.395582763640755,0.3249087664132995,4.295306584204338,1.74452077696862e-05,0.0024366540716988174
ATP1A2,338.80874259661,3.1573835764685865,0.73399053306468,4.301667983761794,1.6951718745514858e-05,0.0024366540716988174
ZNF208,1439.5246255397597,1.6827576711442735,0.3918735580249925,4.294134260104767,1.7537632689795135e-05,0.0024366540716988174
NLGN1,56.02517922393749,2.6168489576721465,0.608940676349392,4.2973791361092735,1.7282944198409374e-05,0.0024366540716988174
PSD,58.57106862639384,2.22118862540438,0.5184816841970766,4.284025247379999,1.835420713554328e-05,0.0025279329288684345
NALCN,350.6419372483666,2.1680228076580668,0.5067052342604741,4.278666690353518,1.880161606790536e-05,0.002561255582165581
ZNF658,2449.383668642104,0.6745371398049831,0.15770256658246448,4.277274329915613,1.891955951217709e-05,0.002561255582165581
GSTM3,360.39184133886505,1.394837453540121,0.326262134681808,4.275204828474677,1.909616485635792e-05,0.0025632555522021446
HEXA,5336.875470950819,0.5176644492986392,0.12116874961317257,4.272260388518216,1.9350143166184548e-05,0.002575520316043673
LIX1L,305.40339653212516,1.0160167594161056,0.23835006056662217,4.262708207418789,2.0196417042697327e-05,0.0025891037629291497
PTN,93.7596189580207,1.6863309039373138,0.39567574877659245,4.261901087320504,2.026951616915301e-05,0.0025891037629291497
IQCN,151.22170883854466,1.8237550797298299,0.4275194865840996,4.265899302746916,1.990985717987076e-05,0.0025891037629291497
DPYD,2349.8352045918277,1.1590864523621054,0.271931644413399,4.2624184282136195,2.0222632789119857e-05,0.0025891037629291497
TUBB1,138.31540996367815,-1.3111383725769739,0.30736619478480887,-4.265720807374145,1.9925783274159837e-05,0.0025891037629291497
PDZRN4,230.95910326693382,2.428498976193033,0.5713286865222609,4.250616210041136,2.1318319088191455e-05,0.0026895610900188986
MMP23B,86.66878615026148,1.6256427327948606,0.38252164533922023,4.249805867464677,2.1395586674814145e-05,0.0026895610900188986
GLI3,2474.363380501493,1.6786189305940942,0.39534179369590877,4.245994117903112,2.1762633943156107e-05,0.0027141603072885793
TPM2,8013.482925753725,1.4880224270378424,0.35067675416730965,4.243287897913814,2.202685565766006e-05,0.002725651302825607
GSTM2,975.2624983539679,1.5548762061736014,0.3670308120010087,4.236364237913977,2.2716816676238477e-05,0.0027892376692631106
ZNF667,45.46007203869791,1.5081252391557725,0.35727103839567326,4.22123563647368,2.4296678758492814e-05,0.0029266949478717903
SPEG,536.2663602205234,2.096200108222357,0.49701818104229567,4.217552170478796,2.4696869146428137e-05,0.0029266949478717903
PCDHGC3,699.7357526932944,1.1261966538355075,0.2672594234653883,4.2138706999843425,2.510310320301326e-05,0.0029266949478717903
DNAAF9,818.5941597585046,1.0434484723070934,0.2472372818423263,4.220433360744293,2.438331297055332e-05,0.0029266949478717903
EPHA3,694.7001480456292,1.432514656852605,0.3399594360717303,4.213781130494491,2.5113065565659193e-05,0.0029266949478717903
GFRA1,99.32376910966865,1.7819141737386732,0.42234718169867913,4.219074379925586,2.4530734223705394e-05,0.0029266949478717903
SULT1C4,53.039017315279054,1.7006954131357008,0.4036175508975005,4.213630971581798,2.5129775422095047e-05,0.0029266949478717903
FBXO32,1388.3581860245315,1.4418236595720901,0.3423914878365148,4.211038272833852,2.5419967119792292e-05,0.002938882184017446
SORBS1,4500.680478951683,1.1700080477758383,0.2782455660190784,4.204947681702193,2.6114255718963922e-05,0.002997273161830939
CLEC11A,87.32636501217907,1.0901586976808517,0.25948973943545667,4.201163021137523,2.6554728305978728e-05,0.0030259017384057342
ROR2,588.760020071524,1.4208186791296564,0.3389020919718467,4.192416372713589,2.759988371584317e-05,0.003100386937413049
MAMDC2,191.51281546001306,2.184272697296356,0.5209596503331168,4.192786707952657,2.755484966765719e-05,0.003100386937413049
BST1,180.7508531159154,1.1550243153219102,0.27583049666898896,4.187442394043904,2.8211559397238724e-05,0.003146780910513128
TSPYL2,2370.4636541214313,1.2048208003138459,0.2879662059126541,4.183896497491418,2.865546171779498e-05,0.0031739430639731096
CNTN1,367.6537675771045,2.6506532212330116,0.6344173229408404,4.178090864457977,2.9396622016354647e-05,0.003233424278590564
PARVG,335.80561433004567,1.115723902908295,0.2676531234133144,4.168544303461671,3.06551180970284e-05,0.003280719023911033
CSRP1,2206.5489302151095,1.1814439382514383,0.2832619424067383,4.170853056408801,3.0346150368507417e-05,0.003280719023911033
CYRIA,157.13724590119116,1.1367002643647508,0.27260475934692596,4.16977409744394,3.0490171349500582e-05,0.003280719023911033
GOLGA8R,1658.4168010987582,1.109350333654359,0.26584522253907894,4.172918072625081,3.0072309923944116e-05,0.003280719023911033
C8orf88,123.01705648338918,1.6635595085562942,0.4004328491782289,4.154403196366788,3.2613765140028844e-05,0.0034669088996840056
NPAS4,18.739245469399318,3.0373715381851243,0.7337949217616263,4.1392648655748205,3.4842050344517607e-05,0.0036790882360454294
PLPP1,870.846860717456,0.9546056929025909,0.23099567353388906,4.1325695771637125,3.587301243437993e-05,0.0037136774114257757
AHNAK,269141.4382867396,0.919543675720143,0.2223608949638059,4.135365959332997,3.5438942268932824e-05,0.0037136774114257757
NFIC,1129.1673568211525,0.9031296115577241,0.21849452838161126,4.133419808025419,3.574050354129018e-05,0.0037136774114257757
COLEC12,387.3119929157327,1.5682494118902848,0.3797258901805813,4.129951242314536,3.628401771820191e-05,0.0037205947752861554
PKNOX2,43.683058274366104,1.7734355710812872,0.4295995806737647,4.128112900622274,3.657525328646933e-05,0.0037205947752861554
PLIN1,43.01284342825994,2.2626807708429966,0.5481728406768801,4.127677628189411,3.6644534689351616e-05,0.0037205947752861554
CPQ,526.6410330630742,1.02994887079046,0.24968284195506013,4.125028627220762,3.7068864666259564e-05,0.00372076603350436
CACNA1C,1917.1261320371448,1.3900261682412975,0.3370283437727009,4.124359846656579,3.717672842647039e-05,0.00372076603350436
CPXM2,459.63926862654864,1.816350338201233,0.4406304653538162,4.122162403688417,3.7533243196177946e-05,0.00372076603350436
CCDC107,171.4485833134836,0.6081949283213367,0.14760563609129038,4.1204045077600115,3.782077980896533e-05,0.00372076603350436
JCAD,1680.5226383537113,1.206230483310502,0.2926980880952162,4.121074008922495,3.771102475412645e-05,0.00372076603350436
NCAM1,322.59960446330996,1.5939720043097845,0.38709182984135976,4.117813607595478,3.824838457536641e-05,0.003739605946229806
DCLK1,146.8297341305007,1.9116660580628702,0.4644098392850107,4.1163341005134715,3.84946182740972e-05,0.00374059054505169
LIMS2,295.37906419411496,1.4781483079340358,0.35928100744100555,4.114184377466014,3.8855078633418055e-05,0.003752595063870174
GPC6,746.2420624584765,1.4062706965243148,0.3420531131399561,4.111264135604924,3.934987232795629e-05,0.0037545941433885523
KCNIP4,27.591376403487427,2.5176765240966668,0.6121847311848094,4.1126091453212315,3.912124113964169e-05,0.0037545941433885523
ATP2B4,5209.145589329123,1.1272202999185033,0.2745006861408404,4.106438915566684,4.018056551814283e-05,0.0038108980673165526
AOC3,1037.930903316546,1.570248859713267,0.383778163671159,4.09155342422957,4.284932035718219e-05,0.004033598270121671
STON1-GTF2A1L,739.7493861532981,1.408920419973617,0.3444342775959657,4.090534861417985,4.3037951111216764e-05,0.004033598270121671
PTGIS,959.3742895366124,1.5543701060254353,0.380839189944259,4.081434230161394,4.4758643934593114e-05,0.004170189184000119
DNAJB5,268.34467838951053,1.333161873649028,0.3270678571675746,4.07610177653739,4.5796980227616416e-05,0.004217316103634979
FNBP1,1675.9965190653897,0.8682613959900085,0.21301185280899837,4.0761177584261175,4.579383437600929e-05,0.004217316103634979
PDE1A,333.984264129163,1.4384707114722606,0.3531762799540893,4.072953913154227,4.6420612569697725e-05,0.004250035158910071
GCNT2,257.11674783254864,1.4992843000228158,0.3683194832974227,4.070608175816006,4.6890560603641335e-05,0.004268388444833765
RASGRP2,240.1738031430707,1.4783314523032385,0.36407861891436805,4.060473138223326,4.8973371677476563e-05,0.004382425050844923
SLC8A1,1040.3649233521444,1.0693458465853882,0.2632859906807982,4.061537204544385,4.8750647049570105e-05,0.004382425050844923
SERPING1,19219.928489366594,1.2578784607323585,0.30968548502208276,4.061793405146718,4.8697164138431354e-05,0.004382425050844923
TIMP2,1271.6484568360072,1.138814246990638,0.28091223567592805,4.053985915744948,5.035224921499538e-05,0.004465564820321743
ARHGAP10,1245.36637573605,0.9533395077913555,0.23540281357436266,4.049822061664526,5.1256592007187194e-05,0.004465564820321743
SSPN,134.569169837827,1.4410704958345255,0.35585777813303887,4.049568632151059,5.131212812037106e-05,0.004465564820321743
ANK2,2660.619373013902,1.6382962450574075,0.40452148503547897,4.049961017308435,5.122616568876133e-05,0.004465564820321743
CFD,81.89325387055374,1.711697991777931,0.4224618141710498,4.051722390902021,5.0841968513920555e-05,0.004465564820321743
PPFIA2,257.41979226551945,1.6391611073165042,0.40508563097067796,4.046455815746164,5.199893410826471e-05,0.004500607198583632
ACSS3,308.5194935727924,1.2472339253037044,0.3090570596764587,4.035610532920332,5.4460492690167124e-05,0.0045399986511555634
PTPRS,1037.76917957635,1.1134997193677452,0.27580889041335016,4.0372147456848175,5.408955262705279e-05,0.0045399986511555634
FGG,31.358736713367822,-3.671813162549944,0.9096742060948552,-4.03640461381519,5.4276578167186965e-05,0.0045399986511555634
ID1,357.55524324695705,-1.6135006156360978,0.3992582332754989,-4.041245693041824,5.316801775771912e-05,0.0045399986511555634
NAALAD2,106.62231792048229,1.972271418963067,0.4882029702198606,4.0398595241541875,5.348322536321727e-05,0.0045399986511555634
GPRASP1,1090.187064682386,1.0194446960351489,0.25250668812598126,4.037297798332078,5.407041379163216e-05,0.0045399986511555634
AFF3,296.7520535647338,1.6535313006129209,0.4095242300632011,4.037688564502605,5.398045085408833e-05,0.0045399986511555634
SCARA3,169.45072230652738,1.4573856297897967,0.36152704930399204,4.031193883266936,5.549424072020304e-05,0.004601954339095791
GLT8D2,325.41086467259646,1.2109086483920721,0.30102151307772906,4.0226648122634145,5.754336087224731e-05,0.00474702756695586
ACTA2,23155.862430283367,1.2589478033982102,0.3131272584638638,4.020562788351108,5.8059271664735034e-05,0.004764771004651493
LILRB5,136.15696081806908,1.3789619320521316,0.34309213775921926,4.019217522903081,5.8391742874604866e-05,0.004767354718509621
FERMT2,1875.137089770628,1.104288623745968,0.27484220156908024,4.017900516884087,5.8718976051163256e-05,0.004769486470124999
TACR2,122.52601783054986,2.4415674188902554,0.6085416819495298,4.012161354450574,6.0165352246704547e-05,0.0048620357869160885
PDZRN3,906.3232211573517,1.2674388889382822,0.3168716878770256,3.999848952835954,6.338292523415482e-05,0.005038287792596318
COL24A1,379.2847361763204,1.4678640758632648,0.36714252847893264,3.998076937435195,6.385919593497827e-05,0.005038287792596318
ADAMTS1,1131.5518603316618,1.2611760443516804,0.31534374072350835,3.999369200917397,6.351153680975533e-05,0.005038287792596318
ESR1,49.64357189280836,1.5921136282113273,0.39824852045055814,3.997789185531916,6.39368549979077e-05,0.005038287792596318
ZFHX4,1335.434660031434,1.7300165819106916,0.43262992823689933,3.9988370406112304,6.365448696279205e-05,0.005038287792596318
MFAP4,496.02602033351036,1.6365235268044724,0.41049675292690724,3.986690552692071,6.70013198071641e-05,0.005202603851804494
CDH23,325.86972387303604,1.5037503954883475,0.3771759006554614,3.986867646832976,6.695134886841924e-05,0.005202603851804494
PDE7B,164.76187564722534,1.705763031254213,0.42786675268056124,3.986668794823863,6.700746169380118e-05,0.005202603851804494
STEAP4,283.34817781658967,1.2293648936221075,0.30865395926613337,3.982987603804238,6.805430659531647e-05,0.005258108108113257
LRCH2,254.77480235092614,1.4342806293075163,0.36046007185271706,3.9790277517715174,6.919766422339873e-05,0.0053204941924000606
C5AR1,123.08854435533385,1.2253117756469543,0.3083039678575614,3.9743626530718443,7.05679701030846e-05,0.005351977436178844
KLF2,236.23599485236633,1.2056838720652565,0.3034508489992902,3.973242704844357,7.090073910837342e-05,0.005351977436178844
PER3,1244.6457153776973,1.2783320171685124,0.32151106801786966,3.9760124746233076,7.008045077762441e-05,0.005351977436178844
SLC2A4,227.8333832459075,1.4869675988572824,0.3742636831448121,3.9730480562869275,7.095872603052953e-05,0.005351977436178844
CNRIP1,77.6744746388141,1.1477356676796842,0.2891854968381046,3.9688562539573815,7.221842782431309e-05,0.005390729267865622
MYH11,104478.10371017887,2.273419196011123,0.5731068136412647,3.9668333055871963,7.283389502640591e-05,0.005390729267865622
SCRG1,30.71076833207546,1.889761460794108,0.47605442902248585,3.9696331881093525,7.198336141430699e-05,0.005390729267865622
ITGA7,841.9951154085304,1.3680078437564187,0.3447880936013098,3.967677159230135,7.257655805603195e-05,0.005390729267865622
KANK2,725.5510753057099,1.0788343800691966,0.2730702586777709,3.9507575277256595,7.790422039169539e-05,0.005739185798995644
TACC1,3971.34939568848,0.8581831720422691,0.2174164973625228,3.9471851605231434,7.907540158491147e-05,0.005798496693071356
MYL9,3963.7365112993252,1.4528134982457876,0.36859947046026387,3.941442174161792,8.099316213631229e-05,0.005857765730945435
PRELP,948.3009835477435,2.3589318890207562,0.5982981736915355,3.942736235455986,8.055723629791065e-05,0.005857765730945435
NME1,1484.2274600481494,-0.9138445132825641,0.23184082696026165,-3.941689327390125,8.090973261816222e-05,0.005857765730945435
NR3C1,2706.4061786079737,0.8884730858978509,0.22597702543457635,3.9316965261810513,8.434850175942478e-05,0.006018369122655682
FLRT2,342.99732701828196,1.550117736039451,0.3943716451121138,3.9306013889481743,8.473365202046953e-05,0.006018369122655682
ATN1,4869.660014233967,0.5611446508831771,0.142735622504887,3.931356735169348,8.446782593206396e-05,0.006018369122655682
FZD10,105.32519163169482,-2.938009298778894,0.7473922113496586,-3.931014070207351,8.458832088220594e-05,0.006018369122655682
PTPN14,1194.9891529525564,0.7110357048298702,0.18101643647399024,3.928017359528769,8.564903003853506e-05,0.006029311052357142
LMO3,265.5004418656052,1.6760855712819938,0.42660525798335547,3.9288910296257726,8.53384967680579e-05,0.006029311052357142
SH3BP5,272.0222381669494,0.8652059728725396,0.22040823163439227,3.925470325934659,8.656044098133187e-05,0.006039783368737072
ERICH6B,24.20971258101051,-1.8275185865189867,0.4654482222690065,-3.9263628027410737,8.624004601781631e-05,0.006039783368737072
SYNPO2,8079.970363136491,1.9703017826718214,0.5022719489141336,3.9227788590054353,8.75334885936835e-05,0.006080890025593654
